recordID,scientificName,reportedTaxon,species,kingdom,phylum,class,order,family,taxonRank,isHybrid,country,countryCode_alpha2,countryCode_alpha3,habitat,occurrenceStatus,establishmentMeans,isInvasive,species_ALA,scientific_name,taxon_concept_id,match_type,issues,Comments
21609,Centranthus macrosiphon Boiss.,Centranthus macrosiphon Boiss.,Centranthus macrosiphon,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Centranthus macrosiphon,Centranthus macrosiphon,https://id.biodiversity.org.au/node/apni/2900870,exactMatch,noIssue,
21621,Centranthus ruber DC.,Centranthus ruber DC.,Centranthus ruber,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Centranthus ruber,Centranthus ruber,https://id.biodiversity.org.au/node/apni/2896375,exactMatch,noIssue,
21657,Centrosema brasilianum Benth.,Centrosema brasilianum Benth.,Centrosema brasilianum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,NA,Centrosema,https://id.biodiversity.org.au/node/apni/2907664,higherMatch,noIssue,"No data, not even in the GBIF"
21659,Centrosema molle Mart. ex Benth.,Centrosema molle Mart. ex Benth.,Centrosema molle,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Centrosema molle,Centrosema molle,https://id.biodiversity.org.au/node/apni/2912399,exactMatch,noIssue,
21673,Centrosema pascuorum Mart. ex Benth.,Centrosema pascuorum Mart. ex Benth.,Centrosema pascuorum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Centrosema pascuorum,Centrosema pascuorum,https://id.biodiversity.org.au/node/apni/2918320,exactMatch,noIssue,
21674,Centrosema plumieri Benth.,Centrosema plumieri Benth.,Centrosema plumieri,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Centrosema plumieri,Centrosema plumieri,https://id.biodiversity.org.au/node/apni/2902232,exactMatch,noIssue,
21680,Centrosema pubescens Benth.,Centrosema pubescens Benth.,Centrosema pubescens,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Centrosema molle,Centrosema molle,https://id.biodiversity.org.au/node/apni/2912399,exactMatch,noIssue,
21799,Cerastium comatum Desv.,Cerastium comatum Desv.,Cerastium comatum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cerastium comatum,Cerastium comatum,https://id.biodiversity.org.au/node/apni/2908758,exactMatch,noIssue,
21808,Cerastium diffusum Pers.,Cerastium diffusum Pers.,Cerastium diffusum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cerastium diffusum,Cerastium diffusum,https://id.biodiversity.org.au/node/apni/2916570,exactMatch,noIssue,
21825,Cerastium glomeratum Thuill.,Cerastium glomeratum Thuill.,Cerastium glomeratum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cerastium glomeratum,Cerastium glomeratum,https://id.biodiversity.org.au/node/apni/2903560,exactMatch,noIssue,
21855,Cerastium pumilum Curt.,Cerastium pumilum Curt.,Cerastium pumilum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cerastium pumilum,Cerastium pumilum,https://id.biodiversity.org.au/taxon/apni/51270220,exactMatch,noIssue,
21782,Cerastium semidecandrum L.,Cerastium balearicum F.Hermann,Cerastium semidecandrum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cerastium semidecandrum,Cerastium semidecandrum,https://id.biodiversity.org.au/node/apni/2918750,exactMatch,matchedToMisappliedName,matchedToMisappliedName
22008,Ceratonia siliqua L.,Ceratonia siliqua L.,Ceratonia siliqua,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Ceratonia siliqua,Ceratonia siliqua,https://id.biodiversity.org.au/node/apni/2920488,exactMatch,noIssue,
22075,Cercis siliquastrum L.,Cercis siliquastrum L.,Cercis siliquastrum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cercis siliquastrum,Cercis siliquastrum,https://id.biodiversity.org.au/node/apni/2910901,exactMatch,noIssue,
22113,"Cereopsis novaehollandiae Latham, 1801","Cereopsis novaehollandiae Latham, 1801",Cereopsis novaehollandiae,Animalia,Chordata,Aves,Anseriformes,Anatidae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL|FRESHWATER,PRESENT,ALIEN,NULL,Cereopsis novaehollandiae,Cereopsis novaehollandiae,urn:lsid:biodiversity.org.au:afd.taxon:3ea9722f-94e3-40fe-8a17-2ea3e428b2b4,exactMatch,parentChildSynonym,
1972,Cereus fernambucensis Lem.,Acanthocereus tetragonus (L.) Hummelinck,Cereus fernambucensis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,NA,NA,NA,NA,NA,"No data, not even in the GBIF"
22124,Cereus hildmannianus K.Schum.,Cereus hildmannianus K.Schum.,Cereus hildmannianus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,NA,Cereus hildmannianus,ALA_Cereus_hildmannianus,exactMatch,noIssue,
91855,Ceropegia gigantea (N.E.Br.) Bruyns,Stapelia gigantea N.E.Br.,Ceropegia gigantea,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,NA,Ceropegia,https://id.biodiversity.org.au/node/apni/2903321,higherMatch,noIssue,Stapelia gigantea [source: GBIF]
66908,Ceropegia mixta (Masson) Bruyns,Orbea variegata (L.) Haw.,Ceropegia mixta,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,NA,Ceropegia,https://id.biodiversity.org.au/node/apni/2903321,higherMatch,noIssue,Orbea variegata [source: GBIF]
22237,"Cervus elaphus Linnaeus, 1758","Cervus elaphus Linnaeus, 1758",Cervus elaphus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE,Cervus elaphus,Cervus elaphus,urn:lsid:biodiversity.org.au:afd.taxon:70943adf-8589-40e9-8338-7ba862074b86,exactMatch,noIssue,
22283,Cestrum aurantiacum Lindl.,Cestrum aurantiacum Lindl.,Cestrum aurantiacum,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cestrum aurantiacum,Cestrum aurantiacum,https://id.biodiversity.org.au/node/apni/2886718,exactMatch,noIssue,
22311,Cestrum elegans (Brongn. ex Neumann) Schltdl.,Cestrum elegans (Brongn. ex Neumann) Schltdl.,Cestrum elegans,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cestrum elegans,Cestrum elegans,https://id.biodiversity.org.au/node/apni/2912832,exactMatch,noIssue,
22328,Cestrum nocturnum L.,Cestrum nocturnum L.,Cestrum nocturnum,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cestrum nocturnum,Cestrum nocturnum,https://id.biodiversity.org.au/node/apni/2911237,exactMatch,noIssue,
22365,Cestrum parqui L'Her.,Cestrum parqui L'Her.,Cestrum parqui,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cestrum parqui,Cestrum parqui,https://id.biodiversity.org.au/node/apni/2915438,exactMatch,noIssue,
22586,Chamaecrista rotundifolia Greene,Chamaecrista rotundifolia Greene,Chamaecrista rotundifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chamaecrista rotundifolia,Chamaecrista rotundifolia,https://id.biodiversity.org.au/taxon/apni/51250761,exactMatch,noIssue,
22592,Chamaecyparis lawsoniana Parl.,Chamaecyparis lawsoniana Parl.,Chamaecyparis lawsoniana,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,https://id.biodiversity.org.au/node/apni/2898674,exactMatch,noIssue,
22614,"Chamaecyparis thyoides Britton, Sterns & Poggenb.","Chamaecyparis thyoides Britton, Sterns & Poggenb.",Chamaecyparis thyoides,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chamaecyparis thyoides,Chamaecyparis thyoides,NZOR-6-21393,exactMatch,noIssue,
22656,Chamaemelum nobile All.,Chamaemelum nobile All.,Chamaemelum nobile,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chamaemelum nobile,Chamaemelum nobile,https://id.biodiversity.org.au/node/apni/2891511,exactMatch,noIssue,
22791,"Charybdis japonica (A.Milne-Edwards, 1861)","Charybdis japonica (A.Milne-Edwards, 1861)",Charybdis japonica,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,SPECIES,FALSE,Australia,AU,AUS,MARINE,PRESENT,ALIEN,INVASIVE,Charybdis japonica,Charybdis japonica,NZOR-6-111021,exactMatch,noIssue,
22803,Chasmanthe aethiopica (L.) N.E.Br.,Chasmanthe aethiopica (L.) N.E.Br.,Chasmanthe aethiopica,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chasmanthe floribunda,Chasmanthe floribunda,https://id.biodiversity.org.au/node/apni/2917991,taxonIdMatch,misappliedName,misappliedName
22809,Chasmanthe bicolor (Gasp.) N.E.Br.,Chasmanthe bicolor (Gasp.) N.E.Br.,Chasmanthe bicolor,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chasmanthe bicolor,Chasmanthe bicolor,https://id.biodiversity.org.au/node/apni/2910711,exactMatch,noIssue,
22813,Chasmanthe floribunda (Salisb.) N.E.Br.,Chasmanthe floribunda (Salisb.) N.E.Br.,Chasmanthe floribunda,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chasmanthe floribunda,Chasmanthe floribunda,https://id.biodiversity.org.au/node/apni/2917991,exactMatch,noIssue,
22916,"Chelodina longicollis (Shaw, 1794)","Chelodina longicollis (Shaw, 1794)",Chelodina longicollis,Animalia,Chordata,Reptilia,Testudines,Chelidae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL|FRESHWATER,PRESENT,ALIEN,NULL,Chelodina longicollis,Chelodina (Chelodina) longicollis,urn:lsid:biodiversity.org.au:afd.taxon:68eba403-5689-4a10-8c58-e3e6e4151cb4,exactMatch,noIssue,
23261,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Chenopodium murale L.,Chenopodiastrum murale,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chenopodium murale,Chenopodium murale,https://id.biodiversity.org.au/node/apni/2920466,exactMatch,noIssue,
22994,Chenopodium album L.,Chenopodium album L.,Chenopodium album,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chenopodium album,Chenopodium album,https://id.biodiversity.org.au/node/apni/2907347,exactMatch,noIssue,
23153,Chenopodium detestans Kirk,Chenopodium detestans Kirk,Chenopodium detestans,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chenopodium detestans,Chenopodium detestans,https://id.biodiversity.org.au/node/apni/2904529,exactMatch,noIssue,
23185,Chenopodium giganteum D.Don,Chenopodium giganteum D.Don,Chenopodium giganteum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chenopodium giganteum,Chenopodium giganteum,https://id.biodiversity.org.au/node/apni/2906983,exactMatch,noIssue,
23297,Chenopodium opulifolium Schrad.,Chenopodium opulifolium Schrad.,Chenopodium opulifolium,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chenopodium opulifolium,Chenopodium opulifolium,https://id.biodiversity.org.au/node/apni/2896694,exactMatch,noIssue,
23442,Chenopodium vulvaria L.,Chenopodium vulvaria L.,Chenopodium vulvaria,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chenopodium vulvaria,Chenopodium vulvaria,https://id.biodiversity.org.au/node/apni/2913883,exactMatch,noIssue,
23535,Chimonobambusa marmorea Makino,Chimonobambusa marmorea Makino,Chimonobambusa marmorea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chimonobambusa marmorea,Chimonobambusa marmorea,https://id.biodiversity.org.au/node/apni/2894367,exactMatch,noIssue,
23571,"Chiton glaucus Gray, 1828","Chiton glaucus Gray, 1828",Chiton glaucus,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,SPECIES,FALSE,Australia,AU,AUS,MARINE,PRESENT,ALIEN,NULL,Plaxiphora albida,Plaxiphora (Plaxiphora) albida,urn:lsid:biodiversity.org.au:afd.taxon:6f90357f-04ac-4302-879c-0d70b6564bfc,exactMatch,noIssue,
23591,Chloris barbata Sw.,Chloris barbata Sw.,Chloris barbata,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chloris barbata,Chloris barbata,https://id.biodiversity.org.au/node/apni/2893018,exactMatch,noIssue,
19474,"Chloris chloris (Linnaeus, 1758)","Carduelis chloris (Linnaeus, 1758)",Chloris chloris,Animalia,Chordata,Aves,Passeriformes,Fringillidae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chloris chloris,Chloris chloris,urn:lsid:biodiversity.org.au:afd.taxon:e27e0553-bb8a-4a81-8b58-651180afb529,exactMatch,noIssue,
23644,Chloris gayana Kunth,Chloris gayana Kunth,Chloris gayana,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chloris gayana,Chloris gayana,https://id.biodiversity.org.au/node/apni/2895180,exactMatch,noIssue,
23674,Chloris pilosa Schumach. & Thonn.,Chloris pilosa Schumach. & Thonn.,Chloris pilosa,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chloris pilosa,Chloris pilosa,https://id.biodiversity.org.au/node/apni/2916026,exactMatch,noIssue,
23701,Chloris virgata Sw.,Chloris virgata Sw.,Chloris virgata,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chloris virgata,Chloris virgata,https://id.biodiversity.org.au/node/apni/2896194,exactMatch,noIssue,
23741,Chlorophytum comosum (Thunb.) Jacques,Chlorophytum comosum (Thunb.) Jacques,Chlorophytum comosum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chlorophytum comosum,Chlorophytum comosum,https://id.biodiversity.org.au/node/apni/2915447,exactMatch,noIssue,
23752,Choisya ternata Kunth,Choisya ternata Kunth,Choisya ternata,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Choisya ternata,Choisya ternata,https://id.biodiversity.org.au/node/apni/2901388,exactMatch,noIssue,
23757,Chondria arcuata Hollenb.,Chondria arcuata Hollenb.,Chondria arcuata,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,SPECIES,FALSE,Australia,AU,AUS,MARINE,PRESENT,CRYPTOGENIC|UNCERTAIN,NULL,Chondria arcuata,Chondria arcuata,NZOR-6-126570,exactMatch,noIssue,
23772,Chondrilla juncea L.,Chondrilla juncea L.,Chondrilla juncea,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chondrilla juncea,Chondrilla juncea,https://id.biodiversity.org.au/node/apni/2907304,exactMatch,noIssue,
23792,Chonemorpha fragrans Alston,Chonemorpha fragrans Alston,Chonemorpha fragrans,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chonemorpha fragrans,Chonemorpha fragrans,https://id.biodiversity.org.au/node/apni/2888827,exactMatch,noIssue,
23802,Chorispora tenella DC.,Chorispora tenella DC.,Chorispora tenella,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chorispora tenella,Chorispora tenella,https://id.biodiversity.org.au/node/apni/2901246,exactMatch,noIssue,
23869,Chromolaena odorata (L.) R.M.King & H.Rob.,Chromolaena odorata (L.) R.M.King & H.Rob.,Chromolaena odorata,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chromolaena odorata,Chromolaena odorata,https://id.biodiversity.org.au/node/apni/2910579,exactMatch,noIssue,
23926,Chromolaena squalida (DC.) R.M.King & H.Rob.,Chromolaena squalida (DC.) R.M.King & H.Rob.,Chromolaena squalida,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chromolaena squalida,Chromolaena squalida,https://id.biodiversity.org.au/node/apni/2893833,exactMatch,noIssue,
23932,Chrozophora tinctoria (L.) A.Juss.,Chrozophora tinctoria (L.) A.Juss.,Chrozophora tinctoria,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chrozophora tinctoria,Chrozophora tinctoria,https://id.biodiversity.org.au/node/apni/2917896,exactMatch,noIssue,
24024,Chrysocoma cernua L.,Chrysocoma coma-aurea L.,Chrysocoma cernua,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,NA,NA,NA,NA,NA,Chrysocoma coma-aurea [source: GBIF; no ALA record]
24086,Chrysophyllum cainito L.,Chrysophyllum cainito L.,Chrysophyllum cainito,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chrysophyllum cainito,Chrysophyllum cainito,https://id.biodiversity.org.au/name/apni/51338615,exactMatch,noIssue,
24120,Chrysopogon zizanioides (L.) Roberty,Chrysopogon zizanioides (L.) Roberty,Chrysopogon zizanioides,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chrysopogon zizanioides,Chrysopogon zizanioides,https://id.biodiversity.org.au/node/apni/2894351,exactMatch,noIssue,
24145,Chukrasia tabularis A.Juss.,Chukrasia tabularis A.Juss.,Chukrasia tabularis,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Chukrasia tabularis,Chukrasia tabularis,https://id.biodiversity.org.au/node/apni/7519149,exactMatch,noIssue,
24155,Cicendia filiformis Delarbre,Cicendia filiformis Delarbre,Cicendia filiformis,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cicendia filiformis,Cicendia filiformis,https://id.biodiversity.org.au/node/apni/2904661,exactMatch,noIssue,
24159,Cicer arietinum L.,Cicer arietinum L.,Cicer arietinum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cicer arietinum,Cicer arietinum,https://id.biodiversity.org.au/node/apni/9095583,exactMatch,noIssue,
24228,"Cichlasoma trimaculatum (Gۻnther, 1867)","Cichlasoma trimaculatum (Gۻnther, 1867)",Cichlasoma trimaculatum,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,SPECIES,FALSE,Australia,AU,AUS,FRESHWATER,PRESENT,ALIEN,NULL,Amphilophus trimaculatus,Amphilophus trimaculatus,urn:lsid:biodiversity.org.au:afd.taxon:b8e4c31e-f72f-4cab-9b98-41c575f527de,exactMatch,noIssue,
24242,Cichorium endivia L.,Cichorium endivia L.,Cichorium endivia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cichorium endivia,Cichorium endivia,https://id.biodiversity.org.au/instance/apni/768129,exactMatch,noIssue,
24261,Cichorium intybus L.,Cichorium intybus L.,Cichorium intybus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cichorium intybus,Cichorium intybus,https://id.biodiversity.org.au/node/apni/2919007,exactMatch,noIssue,
24362,Cineraria lyratiformis Cron,Cineraria lyratiformis Cron,Cineraria lyratiformis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cineraria lyratiformis,Cineraria lyratiformis,https://id.biodiversity.org.au/node/apni/2892433,exactMatch,noIssue,
24378,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cinnamomum camphora,Cinnamomum camphora,https://id.biodiversity.org.au/node/apni/2903018,exactMatch,noIssue,
24437,"Ciona intestinalis (Linnaeus, 1767)","Ciona intestinalis (Linnaeus, 1767)",Ciona intestinalis,Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,SPECIES,FALSE,Australia,AU,AUS,MARINE,PRESENT,ALIEN,NULL,Ciona intestinalis,Ciona intestinalis,urn:lsid:biodiversity.org.au:afd.taxon:5b68ba12-0183-4ed6-806d-66958899a348,exactMatch,noIssue,
24461,"Cirolana harfordi (Lockington, 1877)","Cirolana harfordi (Lockington, 1877)",Cirolana harfordi,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,SPECIES,FALSE,Australia,AU,AUS,MARINE,PRESENT,ALIEN,NULL,Cirolana harfordi,Cirolana harfordi,urn:lsid:biodiversity.org.au:afd.taxon:9c02735c-99ed-4516-9bb0-1e603d70a014,exactMatch,noIssue,
24489,Cirsium arvense (L.) Scop.,Cirsium arvense (L.) Scop.,Cirsium arvense,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cirsium arvense,Cirsium arvense,https://id.biodiversity.org.au/node/apni/2893265,exactMatch,noIssue,
24541,Cirsium vulgare (Savi) Ten.,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cirsium vulgare,Cirsium vulgare,https://id.biodiversity.org.au/taxon/apni/51268348,exactMatch,noIssue,
24596,Cistus inflatus Pourr. ex Demoly,Cistus inflatus Pourr. ex Demoly,Cistus inflatus,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cistus inflatus,Cistus inflatus,https://id.biodiversity.org.au/node/apni/2906426,exactMatch,noIssue,
24604,Cistus monspeliensis L.,Cistus monspeliensis L.,Cistus monspeliensis,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Cistus monspeliensis,Cistus monspeliensis,https://id.biodiversity.org.au/node/apni/2891885,exactMatch,noIssue,
24612,Citharexylum spinosum L.,Citharexylum spinosum L.,Citharexylum spinosum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL,Citharexylum spinosum,Citharexylum spinosum,https://id.biodiversity.org.au/node/apni/2907371,exactMatch,noIssue,
