EPBC_list,scientific_name,common_name,conservation_status,date_effective
flora,Phlegmariurus dalhousieanus,BlueTassel-fern,Endangered,16-Jul-00
flora,Phlegmariurus filiformis,Rat's Tail Tassel-fern,Endangered,16-Jul-00
flora,Phreatia paleata,an orchid,Endangered,25-Nov-03
flora,Pimelea axiflora subsp. pubescens,Bungonia Rice-flower,Endangered,4-Jul-19
flora,Pimelea spicata,Spiked Rice-flower,Endangered,16-Jul-00
flora,Pimelea venosa,,Endangered,16-Jul-00
flora,Pityrodia scabra,Wyalkatchem Foxglove,Endangered,16-Jul-00
flora,Pityrodia sp. Marble Bar (G.Woodman & D.Coultas GWDC Opp 4),,Endangered,11-May-18
flora,Planchonella costata,,Endangered,25-Nov-03
flora,Planchonella eerwah,"Shiny-leaved Condoo, Black Plum, Wild Apple",Endangered,16-Jul-00
flora,Plectranthus habrophyllus,,Endangered,16-Jul-00
flora,Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",Endangered,16-Jul-00
flora,Plectranthus omissus,,Endangered,16-Jul-00
flora,Plectranthus torrenticola,,Endangered,16-Jul-00
flora,Plesioneuron tuberculatum,,Endangered,16-Jul-00
flora,Polyphlebium endlicherianum,Middle Filmy Fern,Endangered,25-Nov-03
flora,Polystichum moorei,Rock Shield Fern,Endangered,26-Jun-15
flora,Pomaderris cocoparrana,,Endangered,11-May-18
flora,Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,16-Jul-00
flora,Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Endangered,16-Jul-00
flora,Prasophyllum amoenum,Dainty Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum apoxychilum,Tapered Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum correctum,Gaping Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum crebriflorum,Crowded Leek-Orchid,Endangered,26-Nov-08
flora,Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,16-Jul-00
flora,Prasophyllum goldsackii,Goldsack's Leek-orchid,Endangered,27-Nov-06
flora,Prasophyllum petilum,Tarengo Leek Orchid,Endangered,16-Jul-00
flora,Prasophyllum pruinosum,Plum Leek-orchid,Endangered,19-Aug-10
flora,Prasophyllum secutum,Northern Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum suaveolens,Fragrant Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,16-Jul-00
flora,Prasophyllum tunbridgense,Tunbridge Leek-orchid,Endangered,16-Jul-00
flora,Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Endangered,16-Jul-00
flora,Prostanthera eurybioides,Monarto Mintbush,Endangered,16-Jul-00
flora,Prostanthera junonis,Somersby Mintbush,Endangered,16-Jul-00
flora,Pteris kingiana,King's Brakefern,Endangered,25-Nov-03
flora,Pteris zahlbruckneriana,Netted Brakefern,Endangered,25-Nov-03
flora,Pterostylis X aenigma,Enigmatic Greenhood,Endangered,16-Jul-00
flora,Pterostylis basaltica,Basalt Greenhood,Endangered,16-Jul-00
flora,Pterostylis despectans,Lowly Greenhood,Endangered,16-Jul-00
flora,Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,16-Jul-00
flora,Pterostylis lepida,Halbury Greenhood,Endangered,16-Jul-00
flora,Pterostylis rubenachii,Arthur River Greenhood,Endangered,16-Jul-00
flora,Pterostylis saxicola,Sydney Plains Greenhood,Endangered,16-Jul-00
flora,Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Grrenhood",Endangered,16-Jul-00
flora,Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,16-Jul-00
flora,Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,16-Jul-00
flora,Pultenaea elusa,Elusive Bush-pea,Endangered,16-Jul-00
flora,Pultenaea trichophylla,Tufted Bush-pea,Endangered,1-Dec-09
flora,Randia moorei,Spiny Gardenia,Endangered,16-Jul-00
flora,Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,16-Jul-00
flora,Rhizanthella slateri,Eastern Underground Orchid,Endangered,18-Dec-07
flora,Ricinocarpos brevis,,Endangered,19-Aug-10
flora,Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,16-Jul-00
flora,Roycea pycnophylloides,Saltmat,Endangered,16-Jul-00
flora,Rutidosis leptorhynchoides,Button Wrinklewort,Endangered,16-Jul-00
flora,Sagina diemensis,Tasmanian Pearlwort,Endangered,26-Nov-08
flora,Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),,Endangered,16-Jul-00
flora,Sankowskya stipularis,,Endangered,16-Jul-00
flora,Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,8-Jan-09
flora,Sclerolaena napiformis,Turnip Copperburr,Endangered,16-Jul-00
flora,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,16-Jul-00
flora,Senecio evansianus,a daisy,Endangered,25-Nov-03
flora,Solanum dissectum,,Endangered,7-Dec-16
flora,Solanum johnsonianum,,Endangered,7-Dec-16
flora,Solanum sulphureum,,Endangered,7-Dec-16
flora,Sphenotoma drummondii,Mountain Paper-heath,Endangered,16-Jul-00
flora,Spirogardnera rubescens,Spiral Bush,Endangered,16-Jul-00
flora,Spyridium furculentum,Forked Spyridium,Endangered,16-Jul-00
flora,Spyridium lawrencei,Small-leaf Spyridium,Endangered,16-Jul-00
flora,Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,16-Jul-00
flora,Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,25-Nov-03
flora,Stylidium asymmetricum ,Asymmetric Triggerplant,Endangered,4-Jul-19
flora,Stylidium coroniforme subsp. amblyphyllum,,Endangered,4-Jul-19
flora,Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,4-Jul-19
flora,Stylidium ensatum,a triggerplant,Endangered,5-May-16
flora,Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,16-Jul-00
flora,Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,16-Jul-00
flora,Synaphea quartzitica,Quartz-loving Synaphea,Endangered,16-Jul-00
flora,Synaphea sp. Pinjarra Plain (A.S. George 17182),,Endangered,15-Feb-18
flora,Synaphea stenoloba,Dwellingup Synaphea,Endangered,24-Dec-09
flora,Tectaria devexa,,Endangered,16-Jul-00
flora,Tetratheca deltoidea,Granite Tetratheca,Endangered,16-Jul-00
flora,Tetratheca paynterae,Paynter's Tetratheca,Endangered,16-Jul-00
flora,Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,16-Jul-00
flora,Thelymitra epipactoides,Metallic Sun-orchid,Endangered,16-Jul-00
flora,Thelymitra jonesii,Sky-blue Sun-orchid,Endangered,4-Mar-11
flora,Thelymitra stellata,Star Sun-orchid,Endangered,16-Jul-00
flora,Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,16-Jul-00
flora,Toechima pterocarpum,,Endangered,16-Jul-00
flora,Toechima sp. East Alligator (J.Russell-Smith 8418),a tree,Endangered,18-Aug-06
flora,Trachymene scapigera,Mountain Trachymene,Endangered,16-Jul-00
flora,Triplarina imbricata,,Endangered,16-Jul-00
flora,Triplarina nowraensis,Nowra Heath-myrtle,Endangered,16-Jul-00
flora,Trithuria occidentalis,Swan Hydatella,Endangered,16-Jul-00
flora,Triunia robusta,Glossy Spice Bush,Endangered,16-Jul-00
flora,Tylophora linearis,,Endangered,16-Jul-00
flora,Tylophora rupicola,,Endangered,16-Jul-00
flora,Tylophora woollsii,,Endangered,16-Jul-00
flora,Typhonium jonesii,a herb,Endangered,18-Aug-06
flora,Typhonium mirabile,a herb,Endangered,18-Aug-06
flora,Typhonium taylori,a herb,Endangered,18-Aug-06
flora,Uromyrtus australis,Peach Myrtle,Endangered,16-Jul-00
flora,Vappodes lithocola,"Dwarf Butterfly Orchid, Cooktown Orchid",Endangered,16-Jul-00
flora,Veronica parnkalliana,Port Lincoln Speedwell,Endangered,5-May-16
flora,Verticordia albida,White Featherflower,Endangered,16-Jul-00
flora,Verticordia densiflora var. pedunculata,Long-stalked Featherflower,Endangered,16-Jul-00
flora,Verticordia fimbrilepis subsp. fimbrilepis,Shy Featherflower,Endangered,16-Jul-00
flora,Verticordia hughanii,Hughan's Featherflower,Endangered,16-Jul-00
flora,Verticordia pityrhops,"Little Pine Verticordia, Pine-like Featherflower",Endangered,16-Jul-00
flora,Verticordia plumosa var. ananeotes,Tufted Plumed Featherflower,Endangered,16-Jul-00
flora,Verticordia plumosa var. vassensis,Vasse Featherflower,Endangered,16-Jul-00
flora,Verticordia spicata subsp. squamosa,Scaly-leaved Featherflower,Endangered,16-Jul-00
flora,Verticordia staminosa subsp. staminosa,Wongan Featherflower,Endangered,16-Jul-00
flora,Verticordia staminosa var. cylindracea,Granite Featherflower,Endangered,16-Jul-00
flora,Vrydagzynea grayi,Tonsil Orchid,Endangered,16-Jul-00
flora,Westringia crassifolia,Whipstick Westringia,Endangered,16-Jul-00
flora,Westringia kydrensis,,Endangered,16-Jul-00
flora,Wurmbea calcicola,Naturaliste Nancy,Endangered,16-Jul-00
flora,Wurmbea tubulosa,Long-flowered Nancy,Endangered,16-Jul-00
flora,Xanthorrhoea bracteata,Shiny Grasstree,Endangered,16-Jul-00
flora,Xanthostemon formosus,,Endangered,16-Jul-00
flora,Xerothamnella herbacea,,Endangered,16-Jul-00
flora,Xylopia monosperma,a shrub,Endangered,18-Aug-06
flora,Xylosma parvifolia,,Endangered,26-Jun-15
flora,Zehneria baueriana,"Native Cucumber, Giant Cucumber",Endangered,25-Nov-03
flora,Zieria adenophora,Araluen Zieria,Endangered,16-Jul-00
flora,Zieria baeuerlenii,"Bomaderry Zieria, Bomaderry Creek Zieria",Endangered,16-Jul-00
flora,Zieria bifida,,Endangered,16-Jul-00
flora,Zieria covenyi,Coveny's Zieria,Endangered,16-Jul-00
flora,Zieria floydii,,Endangered,16-Jul-00
flora,Zieria formosa,Shapely Zieria,Endangered,16-Jul-00
flora,Zieria granulata,"Hill Zieria, Hilly Zieria, Illawarra Zieria",Endangered,16-Jul-00
flora,Zieria ingramii,Ingram's Zieria,Endangered,16-Jul-00
flora,Zieria lasiocaulis,Willi Willi Zieria,Endangered,16-Jul-00
flora,Zieria obcordata,Granite Zieria,Endangered,16-Jul-00
flora,Zieria prostrata,Headland Zieria,Endangered,16-Jul-00
flora,Acacia ammophila,,Vulnerable,16-Jul-00
flora,Acacia anomala,"Grass Wattle, Chittering Grass Wattle",Vulnerable,16-Jul-00
flora,Acacia aphylla,Leafless Rock Wattle,Vulnerable,16-Jul-00
flora,Acacia araneosa,"Spidery Wattle, Balcanoona Wattle",Vulnerable,16-Jul-00
flora,Acacia attenuata,,Vulnerable,16-Jul-00
flora,Acacia awestoniana,Stirling Range Wattle,Vulnerable,16-Jul-00
flora,Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,16-Jul-00
flora,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",Vulnerable,16-Jul-00
flora,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",Vulnerable,16-Jul-00
flora,Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",Vulnerable,16-Jul-00
flora,Acacia constablei,Narrabarba Wattle,Vulnerable,16-Jul-00
flora,Acacia courtii,Northern Brother Wattle,Vulnerable,16-Jul-00
flora,Acacia crombiei,Pink Gidgee,Vulnerable,16-Jul-00
flora,Acacia curranii,Curly-bark Wattle,Vulnerable,16-Jul-00
flora,Acacia denticulosa,Sandpaper Wattle,Vulnerable,16-Jul-00
flora,Acacia depressa,Echidna Wattle,Vulnerable,16-Jul-00
flora,Acacia deuteroneura,,Vulnerable,16-Jul-00
flora,Acacia eremophiloides,,Vulnerable,16-Jul-00
flora,Acacia flocktoniae,Flockton Wattle,Vulnerable,16-Jul-00
flora,Acacia forrestiana,Forest's Wattle,Vulnerable,16-Jul-00
flora,Acacia georgensis,Bega Wattle,Vulnerable,16-Jul-00
flora,Acacia glandulicarpa,Hairy-pod Wattle,Vulnerable,16-Jul-00
flora,Acacia grandifolia,,Vulnerable,16-Jul-00
flora,Acacia handonis,"Hando's Wattle, Percy Grant Wattle",Vulnerable,16-Jul-00
flora,Acacia latzii,Latz's Wattle,Vulnerable,16-Jul-00
flora,Acacia lauta,Tara Wattle,Vulnerable,16-Jul-00
flora,Acacia macnuttiana,McNutt's Wattle,Vulnerable,16-Jul-00
flora,Acacia menzelii,Menzel's Wattle,Vulnerable,16-Jul-00
flora,Acacia peuce,"Waddy, Waddi, Waddy-wood, Birdsville Wattle",Vulnerable,16-Jul-00
flora,Acacia phasmoides,Phantom Wattle,Vulnerable,16-Jul-00
flora,Acacia pickardii,Birds Nest Wattle,Vulnerable,16-Jul-00
flora,Acacia praemorsa,Senna Wattle,Vulnerable,24-Dec-09
flora,Acacia praetermissa,a shrub,Vulnerable,18-Aug-06
flora,Acacia pubescens,"Downy Wattle, Hairy Stemmed Wattle",Vulnerable,16-Jul-00
flora,Acacia pubifolia,Velvet Wattle,Vulnerable,16-Jul-00
flora,Acacia pycnostachya,Bolivia Wattle,Vulnerable,16-Jul-00
flora,Acacia rhetinocarpa,"Neat Wattle, Resin Wattle (SA)",Vulnerable,16-Jul-00
flora,Acacia undoolyana,"Undoolya Wattle, Sickle-leaf Wattle",Vulnerable,16-Jul-00
flora,Acriopsis emarginata,Pale Chandelier Orchid,Vulnerable,16-Jul-00
flora,Acrophyllum australe,,Vulnerable,16-Jul-00
flora,Actephila foetida,,Vulnerable,16-Jul-00
flora,Actinotus schwarzii,Desert Flannel-flower,Vulnerable,16-Jul-00
flora,Adenanthos ellipticus,Oval-leaf Adenanthos,Vulnerable,16-Jul-00
flora,Adenanthos pungens subsp. pungens,Spiky Adenanthos,Vulnerable,16-Jul-00
flora,Allocasuarina fibrosa,Woolly Sheoak,Vulnerable,16-Jul-00
flora,Allocasuarina simulans,Nabiac Casuarina,Vulnerable,16-Jul-00
flora,Allocasuarina tortiramula,Twisted Sheoak,Vulnerable,16-Jul-00
flora,Alloxylon flammeum,"Red Silky Oak, Queensland Waratah, Tree Waratah",Vulnerable,16-Jul-00
flora,Almaleea cambagei,Torrington Pea,Vulnerable,16-Jul-00
flora,Ammobium craspedioides,Yass Daisy,Vulnerable,16-Jul-00
flora,Amphibromus fluitans,"River Swamp Wallaby-grass, Floating Swamp Wallaby-grass",Vulnerable,16-Jul-00
flora,Andersonia pinaster,Two Peoples Bay Andersonia,Vulnerable,16-Jul-00
flora,Androcalva procumbens,,Vulnerable,16-Jul-00
flora,Angophora inopina,Charmhaven Apple,Vulnerable,16-Jul-00
flora,Angophora robur,Sandstone Rough-barked Apple,Vulnerable,16-Jul-00
flora,Anigozanthos viridis subsp. terraspectans,Dwarf Green Kangaroo Paw,Vulnerable,16-Jul-00
flora,Anthocercis gracilis,Slender Tailflower,Vulnerable,16-Jul-00
flora,Apatophyllum olsenii,,Vulnerable,16-Jul-00
flora,Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),"Fine-leaved Apium, Porongurup Celery",Vulnerable,16-Jul-00
flora,Archidendron lovelliae,"Bacon Wood, Tulip Siris",Vulnerable,16-Jul-00
flora,Argyrotegium nitidulum,Shining Cudweed,Vulnerable,16-Jul-00
flora,Aristida annua,,Vulnerable,16-Jul-00
flora,Arthraxon hispidus,Hairy-joint Grass,Vulnerable,16-Jul-00
flora,Asperula asthenes,Trailing Woodruff,Vulnerable,16-Jul-00
flora,Asplenium hookerianum,Maidenhair Spleenwort,Vulnerable,16-Jul-00
flora,Asplenium pellucidum,,Vulnerable,16-Jul-00
flora,Asplenium wildii,,Vulnerable,16-Jul-00
flora,Astelia australiana,Tall Astelia,Vulnerable,16-Jul-00
flora,Asterolasia nivea,Bindoon Starbush,Vulnerable,16-Jul-00
flora,Asterolasia phebalioides,Downy Star-bush,Vulnerable,16-Jul-00
flora,Astrotricha crassifolia,Thick-leaf Star-hair,Vulnerable,16-Jul-00
flora,Atriplex infrequens,,Vulnerable,16-Jul-00
flora,Austrostipa metatoris,,Vulnerable,16-Jul-00
flora,Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",Vulnerable,16-Jul-00
flora,Baloskion longipes,Dense Cord-rush,Vulnerable,16-Jul-00
flora,Banksia catoglypta,,Vulnerable,11-May-18
flora,Banksia goodii,Good's Banksia,Vulnerable,16-Jul-00
flora,Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,16-Jul-00
flora,Banksia sphaerocarpa var. dolichostyla,"Ironcaps Banksia, Ironcap Banksia",Vulnerable,16-Jul-00
flora,Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,16-Jul-00
flora,Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",Vulnerable,16-Jul-00
flora,Bertya calycina,a shrub,Vulnerable,16-Jul-00
flora,Bertya ernestiana,Mt Ernest Bertya,Vulnerable,16-Jul-00
flora,Bertya opponens,,Vulnerable,16-Jul-00
flora,Bertya pinifolia,a shrub,Vulnerable,16-Jul-00
flora,Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,16-Jul-00
flora,Boronia adamsiana,Barbalin Boronia,Vulnerable,16-Jul-00
flora,Boronia deanei,Deane's Boronia,Vulnerable,16-Jul-00
flora,Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,16-Jul-00
flora,Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,13-Apr-05
flora,Boronia hemichiton,Mt Arthur Boronia,Vulnerable,13-Apr-05
flora,Boronia hippopala,Velvet Boronia,Vulnerable,13-Apr-05
flora,Boronia keysii,Key's Boronia,Vulnerable,16-Jul-00
flora,Boronia quadrilata,a shrub,Vulnerable,16-Jul-00
flora,Boronia umbellata,Orara Boronia,Vulnerable,16-Jul-00
flora,Boronia viridiflora,a shrub,Vulnerable,16-Jul-00
flora,Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,16-Jul-00
flora,Bossiaea oligosperma,,Vulnerable,16-Jul-00
flora,Bothriochloa bunyensis,Satin-top Grass,Vulnerable,16-Jul-00
flora,Brachyscome muelleroides,Mueller Daisy,Vulnerable,16-Jul-00
flora,Brachyscome papillosa,Mossgiel Daisy,Vulnerable,16-Jul-00
flora,Breynia macrantha ,,Vulnerable,16-Jul-00
flora,Budawangia gnidioides,Budawangs Cliff-heath,Vulnerable,16-Jul-00
flora,Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",Vulnerable,16-Jul-00
flora,Bulbophyllum gracillimum,Wispy Umbrella Orchid,Vulnerable,16-Jul-00
flora,Bulbophyllum longiflorum,Pale Umbrella Orchid,Vulnerable,16-Jul-00
flora,Cadellia pentastylis,Ooline,Vulnerable,16-Jul-00
flora,Caladenia brumalis,Winter Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia bryceana subsp. cracens,Northern Dwarf Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia calcicola,Limestone Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia caudata,Tailed Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia christineae,Christine's Spider Orchid,Vulnerable,16-Jul-00
flora,Caladenia concolor,"Crimson Spider-orchid, Maroon Spider-orchid",Vulnerable,16-Jul-00
flora,Caladenia formosa,"Elegant Spider-orchid, Blood-red Spider-orchid",Vulnerable,16-Jul-00
flora,Caladenia harringtoniae,"Harrington's Spider-orchid, Pink Spider-orchid",Vulnerable,16-Jul-00
flora,Caladenia insularis,French Island Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia ornata,Ornate Pink Fingers,Vulnerable,16-Jul-00
flora,Caladenia ovata,Kangaroo Island Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",Vulnerable,16-Jul-00
flora,Caladenia versicolor,Candy Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia wanosa,Kalbarri Spider-orchid,Vulnerable,16-Jul-00
flora,Caladenia woolcockiorum,Woolcock's Spider-orchid,Vulnerable,16-Jul-00
flora,Calectasia pignattiana,Stilted Tinsel Lily,Vulnerable,16-Jul-00
flora,Callistemon forresterae,Forrester's Bottlebrush,Vulnerable,16-Jul-00
flora,Callistemon kenmorrisonii,Betka Bottlebrush,Vulnerable,16-Jul-00
flora,Callistemon pungens,,Vulnerable,16-Jul-00
flora,Callitris oblonga,"Pygmy Cypress-pine, Pigmy Cypress-pine, Dwarf Cypress-pine",Vulnerable,16-Jul-00
flora,Calophyllum bicolor,,Vulnerable,16-Jul-00
flora,Calotis glandulosa,Mauve Burr-daisy,Vulnerable,16-Jul-00
flora,Calytrix gurulmundensis,,Vulnerable,16-Jul-00
flora,Canarium acutifolium,,Vulnerable,16-Jul-00
flora,Capparis thozetiana,,Vulnerable,16-Jul-00
flora,Cassinia rugata,"Wrinkled Cassinia, Wrinkled Dollybush",Vulnerable,16-Jul-00
flora,Cepobaculum carronii,an orchid,Vulnerable,16-Jul-00
flora,Chamelaucium sp. Cataby (G.J.Keighery 11009),Griffin's Waxflower,Vulnerable,16-Jul-00
flora,Chamelaucium sp. S coastal plain (R.D.Royce 4872),Royce's Waxflower,Vulnerable,16-Jul-00
flora,Cheiranthera volubilis,Twining Finger-flower,Vulnerable,16-Jul-00
flora,Clematis fawcettii,Stream Clematis,Vulnerable,16-Jul-00
flora,Codonocarpus pyramidalis,"Slender Bell-fruit, Camel Poison",Vulnerable,16-Jul-00
flora,Colobanthus curtisiae,Curtis' Colobanth,Vulnerable,16-Jul-00
flora,Comesperma oblongatum,Byfield Matchstick,Vulnerable,16-Jul-00
flora,Conospermum hookeri,Variable Smoke-bush,Vulnerable,18-Dec-07
flora,Conospermum undulatum,Wavy-leaved Smokebush,Vulnerable,16-Jul-00
flora,Conostylis rogeri,"Kulin Conostylis, Single-flowered Conostylis",Vulnerable,16-Jul-00
flora,Coopernookia scabridiuscula,,Vulnerable,16-Jul-00
flora,Cordyline obtecta,Ti,Vulnerable,25-Nov-03
flora,Corokia whiteana,,Vulnerable,16-Jul-00
flora,Correa baeuerlenii,Chef's Cap,Vulnerable,16-Jul-00
flora,Correa calycina,Hindmarsh Correa,Vulnerable,16-Jul-00
flora,Corybas dentatus,"Toothed Helmet-orchid, Finniss Helmet-orchid",Vulnerable,16-Jul-00
flora,Corybas montanus,Small Helmet-orchid,Vulnerable,16-Jul-00
flora,Corymbia clandestina,,Vulnerable,16-Jul-00
flora,Corymbia leptoloma,Yellowjacket,Vulnerable,16-Jul-00
flora,Corymbia rhodops,,Vulnerable,16-Jul-00
flora,Corymbia xanthope,Glen Geddes Bloodwood,Vulnerable,16-Jul-00
flora,Corynocarpus rupestris subsp. rupestris,Glenugie Karaka,Vulnerable,16-Jul-00
flora,Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",Vulnerable,16-Jul-00
flora,Cryptostylis hunteriana,Leafless Tongue-orchid,Vulnerable,16-Jul-00
flora,Ctenopterella blechnoides,,Vulnerable,16-Jul-00
flora,Cupaniopsis shirleyana,Wedge-leaf Tuckeroo,Vulnerable,16-Jul-00
flora,Cupaniopsis tomentella,Boonah Tuckeroo,Vulnerable,16-Jul-00
flora,Cycas cairnsiana,a cycad,Vulnerable,16-Jul-00
flora,Cycas platyphylla,a cycad,Vulnerable,16-Jul-00
flora,Cycas silvestris,,Vulnerable,16-Jul-00
flora,Cyclophyllum costatum,a shrub,Vulnerable,16-Jul-00
flora,Cyperus semifertilis,,Vulnerable,16-Jul-00
flora,Darwinia biflora,,Vulnerable,16-Jul-00
flora,Darwinia masonii,Mason's Darwinia,Vulnerable,16-Jul-00
flora,Darwinia meeboldii,Cranbrook Bell,Vulnerable,16-Jul-00
flora,Darwinia nubigena,"Success Bell, Red Mountain Bell",Vulnerable,16-Jul-00
flora,Darwinia squarrosa,"Fringed Mountain Bell, Pink Mountain Bell",Vulnerable,16-Jul-00
flora,Daviesia discolor,,Vulnerable,16-Jul-00
flora,Daviesia elongata subsp. elongata,Long-leaved Daviesia,Vulnerable,16-Jul-00
flora,Daviesia laevis,Grampians Bitter-pea,Vulnerable,16-Jul-00
flora,Dendrobium bigibbum,Cooktown Orchid,Vulnerable,16-Jul-00
flora,Dendrobium johannis,Chocolate Tea Tree Orchid,Vulnerable,16-Jul-00
flora,Denhamia parvifolia,Small-leaved Denhamia,Vulnerable,16-Jul-00
flora,Desmodium acanthocladum,Thorny Pea,Vulnerable,16-Jul-00
flora,Deyeuxia pungens,Narrow-leaf Bent-grass,Vulnerable,16-Jul-00
flora,Dichanthium setosum,bluegrass,Vulnerable,16-Jul-00
flora,Diplazium cordifolium,,Vulnerable,16-Jul-00
flora,Dischidia litoralis,,Vulnerable,16-Jul-00
flora,Diuris aequalis,Buttercup Doubletail,Vulnerable,16-Jul-00
flora,Diuris drummondii,Tall Donkey Orchid,Vulnerable,16-Jul-00
flora,Diuris micrantha,Dwarf Bee-orchid,Vulnerable,16-Jul-00
flora,Diuris ochroma,Pale Golden Moths,Vulnerable,16-Jul-00
flora,Diuris praecox,Newcastle Doubletail,Vulnerable,16-Jul-00
flora,Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Vulnerable,16-Jul-00
flora,Dodonaea procumbens,Trailing Hop-bush,Vulnerable,16-Jul-00
flora,Dodonaea rupicola,Velvet Hopbush,Vulnerable,16-Jul-00
flora,Drakaea concolor,Kneeling Hammer-orchid,Vulnerable,16-Jul-00
flora,Drakaea micrantha,Dwarf Hammer-orchid,Vulnerable,16-Jul-00
flora,Drosera prolifera,,Vulnerable,16-Jul-00
flora,Drosera schizandra,,Vulnerable,16-Jul-00
flora,Drummondita longifolia,Peak Charles Drummondita,Vulnerable,16-Jul-00
flora,Dysoxylum bijugum,"Sharkwood, a tree",Vulnerable,25-Nov-03
flora,Eleocharis keigheryi,Keighery's Eleocharis,Vulnerable,16-Jul-00
flora,Eleocharis obicis,a spike rush,Vulnerable,16-Jul-00
flora,Eleocharis papillosa,Dwarf Desert Spike-rush,Vulnerable,18-Aug-06
flora,Eleocharis retroflexa,a sedge,Vulnerable,16-Jul-00
flora,Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Vulnerable,16-Jul-00
flora,Epacris sparsa,,Vulnerable,16-Jul-00
flora,Epilobium brunnescens subsp. beaugleholei,Bog Willow-herb,Vulnerable,16-Jul-00
flora,Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,Vulnerable,16-Jul-00
flora,Eremophila prostrata,Rainbow Valley Fuchsia Bush,Vulnerable,16-Jul-00
flora,Eremophila vernicosa,Resinous Poverty Bush,Vulnerable,18-Aug-06
flora,Eucalyptus aggregata,Black Gum,Vulnerable,17-Nov-15
flora,Eucalyptus alligatrix subsp. miscella,a stringybark,Vulnerable,16-Jul-00
flora,Eucalyptus aquatica,"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Vulnerable,16-Jul-00
flora,Eucalyptus argophloia,"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Vulnerable,16-Jul-00
flora,Eucalyptus argutifolia,"Yanchep Mallee, Wabling Hill Mallee",Vulnerable,16-Jul-00
